"Site","Date","Time","Calcium_mg_L","Hardness_total_mg_L","Magnesium_mg_L","Salinity_ppt","Phosphorus_total_mg_L","NH3_mg_L","Copper_mg_L","E_coli_MPN_100mL","Conductivity_uS","do_percent_sat","Temperature_C","do_mg_L","pH","Turbidity_NTU","TSS_mg_L","Nitrogen_total_mg_L","NO2_NO3_mg_L","TKN_mg_L","Zinc_mg_L","Salinity_uS","E_coli_CFU_100mL"
"PHB12","2014-12-16","8:15",20.4,76.6,6.2,NA,NA,NA,NA,264,224,77.4,7.8,8.95,5.81,NA,NA,1.9,1.9,NA,0.017,NA,NA
"RB15","2014-12-16","9:50",34.6,130,10.5,NA,NA,NA,NA,362,305,90.1,8.1,10.81,6.8,2,NA,2.5,2.5,NA,0.017,NA,NA
"RC13","2014-12-16","8:45",6.7,25.8,2.2,NA,NA,NA,NA,40,82.3,108,6.2,13.3,5.8,9.9,4.4,0.32,0.32,NA,NA,NA,NA
"RC14","2014-12-16","9:30",8.5,34,3.1,NA,NA,NA,NA,150,115,98,5.6,12.3,6,4.5,NA,0.9,0.45,0.45,NA,NA,NA
"SC16","2014-12-16","9:35",9.2,34.3,2.8,NA,NA,NA,NA,60,112,108,5.4,13.5,5.6,7,NA,0.31,0.31,NA,NA,NA,NA
"TC17","2014-12-16","9:10",13,57,6,NA,NA,NA,NA,0,173.3,96,5,12.6,6.5,5.9,12.4,0.31,0.31,NA,NA,NA,NA
"WC18","2014-12-16","7:30",11.8,42.9,3.2,NA,NA,NA,NA,148,152,90.5,6,11.3,5.5,7.3,4.1,0.51,0.51,NA,0.015,NA,NA
"BB2","2015-03-24","9:10",10.7,40.8,3.4,NA,NA,NA,NA,62,163.1,104.3,9.6,11.92,4.7,2.2,NA,0.54,0.54,NA,NA,NA,NA
"BBS3","2015-03-24","8:15",6.3,23.9,2,NA,NA,NA,NA,82,96.7,77.7,10.2,8.64,6.2,9.7,5,0.23,0.23,NA,NA,NA,NA
"BDB1","2015-03-24","9:45",12.2,45.1,3.6,NA,NA,NA,NA,172,171.5,102.4,9.9,11.64,4.4,1.4,NA,0.88,0.88,NA,0.019,NA,NA
"CC4","2015-03-24","10:00",11.5,42.1,3.2,NA,0.11,NA,NA,60,237,91,12,9.8,6,11.4,12.2,0.72,0.08,0.64,0.014,NA,NA
"CC5","2015-03-24","8:40",11.6,43.3,3.5,NA,NA,NA,NA,30,189,87.4,11.3,9.38,6.2,8.9,7.6,0.26,0.26,NA,0.011,NA,NA
"HC7","2015-03-24","10:25",11.2,40.9,3.1,NA,NA,NA,NA,20,183,102,10.6,11.35,5.7,2.4,12.8,0.34,0.34,NA,NA,NA,NA
"HSC6","2015-03-24","11:10",7.4,29,2.5,NA,NA,NA,NA,20,135,116,10.5,13.1,7,3.3,NA,0.43,0.43,NA,NA,NA,NA
"LBC8","2015-03-24","10:40",14.2,56.4,5.1,NA,NA,NA,NA,82,221,92,10,10.4,6,29.4,14.2,0.057,0.057,NA,NA,NA,NA
"MC10","2015-03-24","10:15",6.7,24.4,1.8,NA,NA,0.09,NA,60,121.5,101.2,11.7,11.02,6.5,4,8.8,0.22,0.22,NA,NA,NA,NA
"MC9","2015-03-24","9:00",9.8,36.9,3,NA,NA,NA,NA,40,151,92.66,11,10.2,6.4,5.8,4,0.57,0.57,NA,0.012,NA,NA
"PC11","2015-03-24","9:30",10.8,39.1,3,NA,NA,NA,NA,62,161.2,90.8,9.7,10.2,6.3,6.6,7.6,0.39,0.39,NA,NA,NA,NA
"PHB12","2015-03-24","8:50",21.6,79.7,6.2,NA,NA,NA,NA,394,296,87,10.3,9.66,5.9,1.9,NA,2.34,1.7,0.64,0.021,NA,NA
"RB15","2015-03-24","10:50",35.5,132,10.5,NA,NA,NA,NA,466,414,114.1,10.7,12.7,4.6,2.5,NA,2.4,2.4,NA,0.023,NA,NA
"RC13","2015-03-24","8:50",8.1,30.5,2.5,NA,NA,NA,NA,20,186.1,97.7,12,10.6,6.1,8.7,4,0.19,0.19,NA,NA,NA,NA
"RC14","2015-03-24","9:50",8.1,32.3,2.9,NA,NA,NA,NA,20,113.6,100.9,8.9,11.54,6.4,4.3,NA,0.29,0.29,NA,NA,NA,NA
"SC16","2015-03-24","9:40",10.1,37.6,3,NA,NA,NA,NA,244,158,90,10,10.1,6,5.4,NA,0.019,NA,NA,NA,NA,NA
"TC17","2015-03-24","9:10",14.2,60.9,6.2,NA,NA,NA,NA,82,191,88,9.5,10.2,6,4.4,3.9,0,NA,NA,NA,NA,NA
"WC18","2015-03-24","7:50",10,36.6,2.8,NA,NA,NA,NA,104,139,83.2,11.2,9.13,6.33,6.8,6.1,0.4,0.4,NA,0.015,NA,NA
"BB2","2015-06-24","8:25",9.1,34.1,2.7,NA,NA,NA,NA,700,137.5,86,26,7.1,6.7,11.4,NA,0.47,0.47,NA,NA,NA,NA
"BBS3","2015-06-24","7:00",8.1,29.6,2.3,NA,NA,NA,NA,378,109.4,40.6,27.7,3.2,6.32,2.4,6.8,0.11,0.11,NA,NA,NA,NA
"BDB1","2015-06-24","8:40",11.7,42.8,3.3,NA,NA,NA,NA,296,160.5,68,27,5.4,6.4,2,31.1,0.49,0.49,NA,NA,NA,NA
"CC4","2015-06-24","7:35",7.8,29.3,2.4,NA,0.066,NA,NA,60,156,66,29,5,7.5,6.7,7.6,1.18,0.19,0.99,0.018,NA,NA
"CC5","2015-06-24","8:40",8.5,31.9,2.6,NA,0.074,NA,NA,316,139.6,56,28.4,4.4,7.07,6.6,16,1.14,0.21,0.93,NA,NA,NA
"HC7","2015-06-24","9:10",11,39.5,2.9,NA,NA,NA,NA,150,158,77,26,6.3,6.6,4.7,99,0.33,0.33,NA,NA,NA,NA
"HSC6","2015-06-24","9:00",7,27.3,2.4,NA,NA,NA,NA,296,119,89,26,7.2,7.7,1.7,NA,0.42,0.42,NA,NA,NA,NA
"LBC8","2015-06-24","8:25",13.5,51.5,4.3,NA,0.055,NA,NA,104,199,57,26,4.6,7.4,103,36,0.9,0.1,0.8,NA,NA,NA
"MC10","2015-06-24","8:55",4.9,19.2,1.7,NA,NA,NA,NA,218,77.8,69,28,5.7,6.3,4.3,NA,0.86,0.22,0.64,NA,NA,NA
"MC9","2015-06-24","9:20",8.9,32.8,2.6,NA,NA,NA,NA,218,92.9,72.9,26.5,5.9,5.96,6.2,5.8,0.31,0.31,NA,NA,NA,NA
"PC11","2015-06-24","10:15",11,39.1,2.8,NA,NA,NA,NA,172,130.7,75.9,26.6,6.08,6.45,4,6.6,0.34,0.34,NA,NA,NA,NA
"PHB12","2015-06-24","8:00",21.9,78.5,5.8,NA,NA,NA,NA,558,246,70,26,5.5,6.9,4.1,NA,1.3,1.3,NA,NA,NA,NA
"RB15","2015-06-24","9:40",23.6,84.9,6.3,NA,NA,NA,NA,550,293,78,26,6.4,6.7,1.5,NA,1.3,1.3,NA,0.01,NA,NA
"RC13","2015-06-24","6:15",6.6,24.9,2,NA,NA,NA,NA,60,90.6,67,28.5,5.2,7.3,12.9,86,0.28,0.28,NA,NA,NA,NA
"RC14","2015-06-24","10:45",4.9,19.2,1.7,NA,NA,NA,NA,218,113.4,76,26.3,6.1,8.62,4.3,NA,0.86,0.22,0.64,NA,NA,NA
"SC16","2015-06-24","7:15",7.9,28.6,2.2,NA,NA,NA,NA,418,93,80,26,6.5,7.6,5.5,2.5,0.17,0.17,NA,NA,NA,NA
"TC17","2015-06-24","6:40",9.2,38.6,3.8,NA,NA,NA,NA,292,122.5,83,26,6.7,7.7,11.7,7.6,0.98,0.29,0.69,NA,NA,NA
"WC18","2015-06-24","7:55",12.6,44.6,3.2,NA,NA,NA,NA,220,144.5,67,26.8,5.4,6.73,8,6.7,0.31,0.31,NA,NA,NA,NA
"BB2","2015-09-30","8:55",6.74,24.1,1.76,NA,0.135,NA,NA,1164,93.6,70.2,23,6.96,6.16,11.5,10,1.71,0.39,1.32,NA,NA,NA
"BBS3","2015-09-30","7:40",6.03,21.1,1.46,NA,0.116,NA,0.003,297,89.3,57.2,23.5,4.9,5.68,18.9,9,1.2,NA,1.2,NA,NA,NA
"BDB1","2015-09-30","9:20",11.1,38.5,2.62,NA,0.148,NA,0.004,646,122.6,80.4,22.8,6.96,6.36,6.1,3.5,1.97,0.67,1.3,NA,NA,NA
"CC4","2015-09-30","10:00",6.13,23.1,1.9,NA,0.158,NA,0.005,186,93.5,90,23,7.9,6.9,24,34,1.51,0.11,1.4,NA,NA,NA
"CC5","2015-09-30","8:38",6.38,22.1,1.5,NA,0.168,NA,0.003,479,101.1,81.9,23.3,6.97,6.78,17.3,40,1.62,0.18,1.44,NA,NA,NA
"HC7","2015-09-30","10:20",9.24,32,2.18,NA,0.134,NA,0.003,418,123,83.6,22.8,7.21,6.45,9.2,4,1.49,0.47,1.02,NA,NA,NA
"HSC6","2015-09-30","11:20",7.14,27.1,2.26,NA,0.093,NA,NA,325,99.1,95,23,8.2,7.2,4.8,NA,1.96,0.39,1.57,NA,NA,NA
"LBC8","2015-09-30","10:45",8.38,35.5,3.53,NA,0.323,NA,0.011,1741,111,78,23,6.7,6.6,5.4,2.6,2.38,0.2,2.18,0.029,NA,NA
"MC10","2015-09-30","9:45",4.18,14.8,1.07,NA,0.117,NA,0.002,996,44.9,83.4,23.6,7.11,6.05,10.6,12,1.48,0.14,1.34,NA,NA,NA
"MC9","2015-09-30","9:00",6.69,24.6,1.92,NA,0.097,NA,0.003,890,73.4,66.7,23.9,5.45,6.39,14.5,15,1.18,0.22,0.96,NA,NA,NA
"PC11","2015-09-30","9:30",11.6,40.2,2.74,NA,0.115,0.1,NA,343,135.2,77.1,23.5,6.6,6.81,7.7,8,1.29,0.38,0.91,NA,NA,NA
"PHB12","2015-09-30","8:35",13.8,46.8,2.99,NA,0.232,NA,0.006,1379,151,76.3,23.2,6.26,6.54,6.6,7,2.32,0.99,1.33,0.014,NA,NA
"RB15","2015-09-30","9:55",21.9,75.6,5.09,NA,0.177,NA,0.007,1302,215,75.3,23,6.48,6.66,4.6,4,2.46,1.15,1.31,0.014,NA,NA
"RC13","2015-09-30","9:00",6.57,22.7,1.52,NA,0.146,0.1,0.004,796,74,84,23,7.2,6.4,26.8,11,1.63,0.29,1.34,NA,NA,NA
"RC14","2015-09-30","10:00",8.1,31.1,2.63,NA,0.094,NA,NA,489,111.3,81.5,22.9,7.05,6.9,3.6,3,3.85,0.21,3.64,NA,NA,NA
"SC16","2015-09-30","9:45",8.72,29.7,1.92,NA,0.116,NA,NA,461,91,94,23,7.9,6.7,19.1,11,1.45,0.15,1.3,NA,NA,NA
"TC17","2015-09-30","9:15",7.56,30.9,2.92,NA,0.132,NA,0.002,353,104.6,90,23,7.7,7,26.2,13,1.55,0.16,1.39,NA,NA,NA
"WC18","2015-09-30","8:06",7.02,23.9,1.55,NA,0.145,NA,0.006,774,89.6,72.5,23.2,5.95,6.45,23.6,29,1.89,0.22,1.67,NA,NA,NA
"BB2","2015-12-14","9:00",11,42.1,3.56,NA,NA,NA,NA,85,136,93,15.1,9.3,6.7,1.9,NA,0.55,0.55,NA,NA,NA,NA
"BBS3","2015-12-14","8:05",8.51,31.4,2.46,NA,0.032,NA,NA,161,116.2,70.9,14.1,7.3,6,12.5,4,0.67,0.22,0.45,NA,NA,NA
"BDB1","2015-12-14","9:20",12.1,45.1,3.61,NA,NA,NA,NA,187,164,76.1,14.6,7.96,6.2,1.4,NA,0.84,0.84,NA,NA,NA,NA
"CC4","2015-12-14","9:50",12.6,45.7,3.46,NA,0.268,NA,0.007,52,231,NA,15,NA,7.3,12.2,9,1.19,0.14,1.05,0.03,NA,NA
"CC5","2015-12-14","9:15",11.9,44,3.48,NA,0.06,NA,0.003,133,183.8,79,14.3,8.1,5.59,7.2,6,1.01,0.38,0.63,NA,NA,NA
"HC7","2015-12-14","9:50",11.8,43.5,3.4,NA,NA,NA,NA,NA,144,91.3,14.3,9.34,6.5,3.7,NA,0.74,0.46,0.28,NA,NA,NA
"HSC6","2015-12-14","10:50",7.74,30.1,2.61,NA,NA,NA,NA,20,117,NA,14.2,NA,7.6,2,NA,0.93,0.44,0.49,NA,NA,NA
"LBC8","2015-12-14","10:20",15.6,62,5.6,NA,NA,NA,NA,161,228,NA,13.4,NA,7.2,35.4,132,0.56,NA,0.56,NA,NA,NA
"MC10","2015-12-14","9:40",7.38,26.9,2.05,NA,0.021,NA,NA,175,92.5,42.9,14.2,4.38,6.1,3.4,3,0.66,0.12,0.54,NA,NA,NA
"MC9","2015-12-14","9:40",10.9,40.8,3.31,NA,0.023,NA,NA,97,138.5,90,14.8,9.07,5.13,4.9,6,0.87,0.36,0.51,NA,NA,NA
"PC11","2015-12-14","10:15",12.2,43.8,3.23,NA,0.032,NA,NA,20,145.2,85.6,15,8.66,5.04,4,NA,0.69,0.49,0.2,NA,NA,NA
"PHB12","2015-12-14","8:35",23.3,86.1,6.78,NA,0.059,NA,0.004,171,265,70.7,15.5,6.98,6.83,1.7,NA,1.83,1.83,NA,0.017,NA,NA
"RB15","2015-12-14","10:15",34.1,125,9.82,NA,0.05,NA,0.006,537,358,94.8,15.3,9.55,6.94,1.5,NA,1.99,1.99,NA,NA,NA,NA
"RC13","2015-12-14","8:50",7.76,29.3,2.42,NA,0.023,NA,0.002,10,96,NA,13.6,NA,6.9,3.7,3,0.61,0.18,0.43,NA,NA,NA
"RC14","2015-12-14","10:55",9.6,37.5,3.29,NA,NA,NA,NA,187,122.7,99,14.8,9.98,5.31,2.5,NA,0.22,0.22,NA,NA,NA,NA
"SC16","2015-12-14","9:30",9.69,35.2,2.67,NA,NA,NA,NA,52,98.2,104,12.8,10.9,7,7.5,6,0.58,NA,0.58,NA,NA,NA
"TC17","2015-12-14","9:05",16.6,71.6,7.32,NA,NA,NA,0.005,213,191,87,12.8,9.5,7,3.5,3,0.43,NA,0.43,NA,NA,NA
"WC18","2015-12-14","8:35",12.8,46.5,3.52,NA,0.035,NA,0.003,122,155.2,81.5,14.4,8.4,5.05,7.4,NA,0.84,0.45,0.39,NA,NA,NA
"BB2","2016-03-22","9:15",10.9,42,3.59,NA,0.071,NA,0.003,16.9,159,106.2,8.9,12.3,6.73,2.8,3,1.15,0.81,0.34,NA,NA,NA
"BBS3","2016-03-22","8:30",6.57,24.9,2.06,NA,0.084,NA,0.004,6.2,100.7,83,9.5,9.46,5.92,8.9,6,0.9,0.23,0.67,NA,NA,NA
"BDB1","2016-03-22","9:30",11.4,42.9,3.51,NA,0.051,NA,0.003,26.5,168.8,109.1,8.9,12.6,6.53,1.7,NA,1.42,1.09,0.33,NA,NA,NA
"CC4","2016-03-22","9:38",9.53,35.5,2.85,NA,0.156,NA,0.007,13.5,165,92,12,9.9,4.6,35.3,19,1.49,0.49,1,0.015,NA,NA
"CC5","2016-03-22","9:25",9.8,36.8,3,NA,0.143,NA,0.006,27.9,160.9,93,11.8,10.04,5.96,27.8,18,1.4,0.44,0.96,0.014,NA,NA
"HC7","2016-03-22","10:10",11.7,42.9,3.33,NA,0.078,NA,0.004,6.3,181.2,105.9,9.4,12.62,6.19,2.9,NA,2.06,1.83,0.23,0.014,NA,NA
"HSC6","2016-03-22","10:41",6.61,25.6,2.2,NA,0.051,NA,0.003,14.6,98.1,108,10.2,12.2,5.5,16.2,5,1.66,1.1,0.56,NA,NA,NA
"LBC8","2016-03-22","10:14",14.5,58.6,5.44,NA,0.164,NA,0.009,38.4,237,91,9.1,10.5,4.7,69.8,43,0.91,0.15,0.76,0.011,NA,NA
"MC10","2016-03-22","9:55",6.48,23.7,1.83,NA,0.064,NA,0.003,20.1,101.3,102.7,11.3,11.21,6.03,11.4,10,1.34,0.34,1,NA,NA,NA
"MC9","2016-03-22","9:40",10.2,38.3,3.12,NA,0.091,NA,0.003,31.7,142.9,94.7,10.1,10.66,5.8,7.1,6,1.12,0.55,0.57,NA,NA,NA
"PC11","2016-03-22","10:10",10.7,38.5,2.85,NA,0.108,NA,0.003,20.3,142.6,94.8,10,10.7,5.7,6.6,4,1.09,0.5,0.59,NA,NA,NA
"PHB12","2016-03-22","8:45",20.4,75.7,6.02,NA,0.121,NA,0.004,37.3,238,96,9.7,10.91,5.47,2,NA,2.04,1.65,0.39,0.017,NA,NA
"RB15","2016-03-22","10:40",30,110,8.53,NA,0.164,NA,0.005,39.3,326,107.7,10.8,12.03,6.76,2.6,NA,2.22,1.93,0.29,0.015,NA,NA
"RC13","2016-03-22","8:40",8.38,31.8,2.64,NA,0.102,NA,0.005,5.2,132,91,11.2,10.1,6.2,9.7,6,1.05,0.28,0.77,NA,NA,NA
"RC14","2016-03-22","10:40",8.14,31.9,2.82,NA,0.064,NA,0.002,5.2,107.9,102.5,9.1,11.8,5.82,9.1,5,1,0.71,0.29,NA,NA,NA
"SC16","2016-03-22","9:16",6.37,23.9,1.93,NA,0.067,NA,0.006,1,74,99,9.5,11.3,6,24.5,13,0.71,NA,0.71,NA,NA,NA
"TC17","2016-03-22","8:55",13.3,57.8,5.96,NA,0.112,NA,0.005,10.7,143.4,102,8,12.2,6.5,10.2,13,0.76,0.13,0.63,NA,NA,NA
"WC18","2016-03-22","8:50",10.7,39.4,3.07,NA,0.077,NA,0.004,12.1,148.9,91.7,9.9,10.36,6.24,7,4,1.06,0.45,0.61,0.011,NA,NA
"BB2","2016-06-07","9:47",6.35,22.6,1.63,NA,0.045,NA,0.005,3654,73,88.5,23,7.6,6.1,29.1,17,1.36,0.29,1.07,NA,NA,NA
"BBS3","2016-06-07","9:40",7.9,29.4,2.34,NA,NA,NA,0.004,189,82.3,67.5,23.2,5.79,6.39,13.9,21,1.11,0.19,0.92,NA,NA,NA
"BDB1","2016-06-07","10:10",8.27,29,2.03,NA,0.042,NA,0.007,6131,87.3,88.9,22.6,7.62,6.3,45.6,20,1.33,0.58,0.75,0.013,NA,NA
"CC4","2016-06-07","9:06",8.04,30.6,2.56,NA,0.033,NA,0.006,85,112,77,27,6.15,5.9,30.7,28,2.31,0.11,2.2,NA,NA,NA
"CC5","2016-06-07","9:15",7.29,27.6,2.28,NA,0.072,NA,0.009,2143,83.5,82,25.2,6.76,6.29,59.8,83,1.07,0.18,0.89,0.023,NA,NA
"HC7","2016-06-07","10:53",9.4,31.4,1.92,NA,0.088,NA,0.007,9804,97.2,88.6,22.7,7.63,6.5,48.4,30,1.09,0.38,0.71,NA,NA,NA
"HSC6","2016-06-07","10:10",6.44,25.1,2.19,NA,NA,NA,0.004,703,85.7,90,24.5,7.6,6.2,12.7,20,0.86,0.28,0.58,NA,NA,NA
"LBC8","2016-06-07","9:40",10.6,43.1,4.03,NA,0.079,NA,0.014,1337,140,82,23,7.1,6,332,137,1.2,0.13,1.07,0.02,NA,NA
"MC10","2016-06-07","10:30",5.5,19.7,1.46,NA,NA,NA,0.004,134,66.9,78.1,25.4,6.3,6.48,13.7,12,0.85,0.13,0.72,NA,NA,NA
"MC9","2016-06-07","8:55",4.19,15.5,1.22,NA,0.059,NA,0.008,6488,44.2,86.1,24.1,7.18,5.98,50,54,0.96,0.13,0.83,0.013,NA,NA
"PC11","2016-06-07","10:35",9.29,33.6,2.53,NA,NA,NA,0.006,631,93.5,88.8,25.2,7.43,6.32,25.1,44,0.99,0.28,0.71,NA,NA,NA
"PHB12","2016-06-07","9:08",7.47,25.5,1.66,NA,NA,NA,0.009,3873,75.6,82.5,22.7,7.2,6.2,24.3,13,0.87,0.43,0.44,0.017,NA,NA
"RB15","2016-06-07","11:30",12.1,42.1,2.88,NA,0.141,NA,0.009,2913,121.3,84.1,22.8,7.12,6.64,26.9,13,1.37,0.77,0.6,0.023,NA,NA
"RC13","2016-06-07","7:50",6.95,26.3,2.18,NA,0.025,NA,0.005,657,94,89.1,26,7.25,6.2,16.5,20,8.18,NA,8.18,NA,NA,NA
"RC14","2016-06-07","11:00",8.21,32.3,2.86,NA,NA,NA,0.004,561,85.7,96.5,23.3,8.28,6.41,13.5,22,0.74,0.32,0.42,NA,NA,NA
"SC16","2016-06-07","8:50",7.68,28.1,2.16,NA,NA,NA,0.005,52,86,86.2,25,7.2,6.2,11.6,8,0.97,0.16,0.81,NA,NA,NA
"TC17","2016-06-07","8:15",8.43,35.8,3.57,NA,NA,NA,0.006,450,99.2,89.4,24,7.54,6.2,22.7,17,1.02,0.15,0.87,NA,NA,NA
"WC18","2016-06-07","10:05",10,35.1,2.43,NA,0.016,NA,0.013,1137,96,76.7,23.9,6.52,6.41,32.9,61,0.94,0.32,0.62,0.029,NA,NA
"BB2","2016-09-14","9:25",10,37,2.93,NA,0.036,NA,NA,183,146,86.1,22.7,7.47,5.98,1.7,NA,0.66,0.44,0.22,NA,NA,NA
"BBS3","2016-09-14","8:52",7.95,28.8,2.18,NA,0.066,NA,NA,20,109,56.1,23.8,4.72,6.08,6.1,4,0.52,0.15,0.37,NA,NA,NA
"BDB1","2016-09-14","9:45",12.5,45.8,3.54,NA,0.101,NA,NA,187,158.7,61,23.3,5.4,5.74,1.8,NA,0.86,0.57,0.29,NA,NA,NA
"CC4","2016-09-14","9:35",13.7,48.3,3.42,NA,0.389,NA,0.005,203,316,71,23.2,6.1,7.2,4.7,5,1.44,0.61,0.83,0.019,NA,NA
"CC5","2016-09-14","10:04",12.1,44.3,3.42,NA,0.118,NA,NA,223,181.1,65.8,23.7,5.61,6.65,4.6,5,1.36,0.57,0.79,NA,NA,NA
"HC7","2016-09-14","10:30",7.74,27.2,1.91,NA,0.048,NA,NA,121,149.9,81.1,22.8,7,6.08,3.8,4,1.41,0.31,1.1,NA,NA,NA
"HSC6","2016-09-14","10:30",7.5,29,2.5,NA,0.031,NA,NA,201,170,93.3,21.7,8.2,7,1.3,NA,1.33,1.01,0.32,NA,NA,NA
"LBC8","2016-09-14","10:00",12.6,49.2,4.31,NA,1.116,NA,NA,85,226,52.7,22.4,4.56,6.7,16.3,18,0.73,0.17,0.56,NA,NA,NA
"MC10","2016-09-14","10:10",7.74,27.2,1.91,NA,0.048,NA,NA,121,83.6,73.4,23,6.31,5.85,3.8,4,1.41,0.31,1.1,NA,NA,NA
"MC9","2016-09-14","9:50",11.7,43.7,3.52,NA,0.046,NA,NA,216,136.3,78.8,22.8,6.78,6.55,4.7,4,0.73,0.35,0.38,NA,NA,NA
"PC11","2016-09-14","10:42",12.9,46.3,3.43,NA,0.081,NA,NA,161,151.6,63.3,22.7,5.55,6.66,5.4,4,0.98,0.53,0.45,0.012,NA,NA
"PHB12","2016-09-14","8:55",21.1,77.6,6.05,NA,0.092,NA,0.002,480,278,73,23.2,6.3,6.27,1.9,6,1.65,1.22,0.43,NA,NA,NA
"RB15","2016-09-14","11:05",30.9,118,9.8,NA,0.246,NA,0.003,613,390,84.1,22.8,7.25,6.58,2.1,5,1.99,1.78,0.21,NA,NA,NA
"RC13","2016-09-14","8:25",7.89,29.5,2.38,NA,0.093,NA,0.002,336,92,58,22.4,5.1,6.3,7.1,24,1.19,0.51,0.68,NA,NA,NA
"RC14","2016-09-14","11:06",9.98,38.9,3.4,NA,0.043,NA,NA,85,130.6,83.6,22.6,7.11,6.74,3.9,3,0.49,0.29,NA,NA,NA,NA
"SC16","2016-09-14","9:08",11.9,42.5,3.08,NA,0.05,NA,NA,121,121,42,21.8,3.2,6.5,3,3,2.28,0.26,2.02,NA,NA,NA
"TC17","2016-09-14","8:40",14.4,60.7,6.04,NA,0.091,NA,NA,121,176.2,45.5,21.5,3.93,6.7,3.9,24,0.71,0.19,0.52,NA,NA,NA
"WC18","2016-09-14","9:15",13.4,48.1,3.56,NA,0.084,NA,NA,120,166.5,80.5,22.2,6.85,6.62,6.3,NA,1.16,0.76,0.4,0.01,NA,NA
"BB2","2016-12-14","9:45",9.89,38.2,3.28,NA,NA,NA,0.003,171,149.2,94.9,9.2,10.92,6.7,2.9,7,0.94,0.5,0.44,NA,NA,NA
"BBS3","2016-12-14","9:35",7.44,27.8,2.23,NA,NA,NA,0.003,158,107.7,82.7,8.3,9.78,5.45,11.3,6,0.69,0.28,0.41,NA,NA,NA
"BDB1","2016-12-14","10:00",10.2,38.8,3.24,NA,NA,NA,0.003,121,167.2,92,9.6,10.42,6.42,1.6,3,1.14,0.9,0.24,NA,NA,NA
"CC4","2016-12-14","9:45",9.75,34.8,2.54,NA,0.04,NA,0.003,74,228,89.4,10.4,10.7,5.4,10.6,10,1.11,0.16,0.95,0.019,NA,NA
"CC5","2016-12-14","8:50",10,37,2.91,NA,NA,NA,0.003,650,165.9,87.9,9.1,10.01,6.01,8.7,7,1.02,0.34,0.68,NA,NA,NA
"HC7","2016-12-14","10:47",10.3,39.4,3.32,NA,NA,NA,0.002,20,164.3,92.8,9.2,10.67,6.51,3,NA,0.57,0.57,NA,NA,NA,NA
"HSC6","2016-12-14","11:05",5.95,23.8,2.17,NA,NA,NA,0.004,121,127,107.2,9.6,12.2,5.1,3.5,5,1.03,0.66,0.37,NA,NA,NA
"LBC8","2016-12-14","10:30",13.1,51.7,4.6,NA,NA,NA,0.005,272,227,83.4,8.1,9.8,4.8,36.8,15,0.58,0.13,0.45,NA,NA,NA
"MC10","2016-12-14","10:25",6.38,23.7,1.88,NA,NA,NA,0.003,323,98.3,93.6,8.7,11.16,6.5,6.9,6,0.6,0.13,0.47,NA,NA,NA
"MC9","2016-12-14","8:30",9.32,35.3,2.92,NA,NA,NA,0.003,298,124.7,92.2,8.8,10.73,5.37,6.2,4,0.99,0.42,0.57,NA,NA,NA
"PC11","2016-12-14","10:35",12.2,44.2,3.34,NA,NA,NA,0.007,246,143.2,76.8,9.9,8.71,6.39,5.4,6,1.28,0.74,0.54,NA,NA,NA
"PHB12","2016-12-14","9:15",20.1,75.6,6.18,NA,NA,NA,0.004,1201,244,71.3,10.5,7.8,5.8,3.9,4,2.24,1.87,0.37,0.013,NA,NA
"RB15","2016-12-14","11:20",28.3,107.3,8.9,NA,NA,NA,0.006,520,332,82.8,10.5,9.2,6.9,3,3,2.18,1.89,0.29,0.016,NA,NA
"RC13","2016-12-14","8:45",6.79,26.5,2.31,NA,NA,NA,0.004,21,105.3,91,8.5,10.7,5.5,10.5,4,0.73,0.31,0.42,NA,NA,NA
"RC14","2016-12-14","11:15",8.62,34.1,3.06,NA,NA,NA,0.004,97,115.2,99.1,9.1,11.45,6.05,6,NA,0.78,0.43,0.35,NA,NA,NA
"SC16","2016-12-14","9:15",9.41,35,2.79,NA,NA,NA,0.003,109,121,90,7.7,10.8,5.4,8.2,36,0.6,NA,0.6,NA,NA,NA
"TC17","2016-12-14","9:05",14.3,63.5,6.76,NA,NA,NA,0.003,73,195,98,7.7,11.8,6,5.2,24,0.48,0.13,0.35,NA,NA,NA
"WC18","2016-12-14","9:55",10.9,40.4,3.19,NA,NA,NA,0.002,262,147.5,89.4,8.5,10.71,5.77,7.8,5,0.91,0.46,0.45,NA,NA,NA
"BB2","2017-03-09","9:40",10.6,40.3,3.35,NA,NA,NA,0.003,336,164,98.4,11.7,10.68,5.95,2.7,NA,1.23,0.55,0.68,NA,NA,NA
"BBS3","2017-03-09","9:45",7.09,26.5,2.13,NA,NA,NA,0.002,62,109.4,85,12.3,9.08,6.27,11.3,11,7.82,0.68,7.14,NA,NA,NA
"BDB1","2017-03-09","10:02",10.8,40.6,3.32,NA,NA,NA,0.003,175,164.5,100.3,11.5,10.95,5.1,1.8,3,1.09,0.84,0.25,NA,NA,NA
"CC4","2017-03-09","10:10",12.3,45.2,3.53,NA,0.022,NA,0.003,52,321,92,13.5,9.48,5.4,5.9,3,1.21,0.41,0.8,0.012,NA,NA
"CC5","2017-03-09","9:15",12.3,45.5,3.6,NA,NA,NA,0.003,203,210,87.4,12.5,NA,5.99,7.7,9,1.1,0.5,0.6,NA,NA,NA
