"county","census_tract","population","ozone_pollution","particle_pollution","cancer_life_prob","disposal_area","lead_area","park_area","walkability","highway_area","impaired_water","minority","minority_category","poverty","uninsured","no_high_school","unemployed","high_blood_pressure","asthma","cancer","mental_health","diabetes","env_burden_rank","health_vuln_rank","social_vuln_rank","env_justice_rank"
"Iredell",604,3924,0.67,9.72,34.74,0,0,0,6.17,99.72,4.35,63.8,"btwn_50_75",57.7982,13.7,24.6,7.2,43.9,11.4,6.9,17.5,16.8,0.992,0.8,0.8905,0.9894
"Iredell",605,4000,0.67,9.71,35.33,0,0,0,9.06,100,16.82,42.6,"btwn_25_50",29.2676,7.5,14.3,6.3,38.2,9.7,7.2,14.2,12.2,0.9569,0.2,0.6779,0.762
"Iredell",606.01,5555,0.67,9.74,36.34,0,0,75.26,8.75,85.01,9.05,58.8,"btwn_50_75",46.495,6.4,14.6,1.7,39.6,9.9,7.3,14.6,13.8,0.4549,0.4,0.8236,0.7011
"Iredell",606.02,2045,0.67,9.73,34.88,0,0,26.63,6.75,42.92,8.93,9.1,"less_25",15.11,9.7,5.2,4.8,36.9,8.4,9.3,10.3,10.9,0.4047,0.4,0.2111,0.3642
"Iredell",606.03,1868,0.67,9.83,35.93,0,0,0.73,5.42,75.56,13.84,53.4,"btwn_50_75",53.3726,23.1,27.4,11.1,40.1,10.6,6.8,17.3,15.8,0.8099,0.8,0.9597,0.971
"Iredell",607.01,2569,0.67,9.78,34.43,0,0,0,3.5,52.34,14.07,32.9,"btwn_25_50",29.7003,15.6,14.1,7.9,33.6,9.6,6.6,14.8,11.6,0.7127,0,0.4837,0.4672
"Iredell",607.02,4553,0.33,9.62,33.5,0,0,0.13,4,71.49,4.76,27.6,"btwn_25_50",28.5651,13.6,15.6,3.2,34.8,9.7,6.7,14.8,11.6,0.2751,0,0.5309,0.2405
"Iredell",607.03,3381,0.33,9.55,33.94,0,0,1.73,5,76.18,0.78,27.5,"btwn_25_50",28.8089,13.1,10,3.2,33.5,9.3,7.2,13.6,10.6,0.3423,0,0.5313,0.2788
"Iredell",608.01,3466,0.33,9.21,30.43,0,0,0,3.78,42.47,0.04,22,"less_25",39.2805,17.1,23.1,7.3,38.3,10.3,7.2,16.9,14.1,0.2358,0.6,0.7068,0.6425
"Iredell",608.02,3466,0.33,9.41,31.35,0,0,0,3.83,47.05,2.79,18.3,"less_25",36.8848,11.5,16.3,5.5,36.1,9.9,6.9,15.7,12.5,0.4692,0.6,0.4982,0.6532
"Iredell",609.01,3959,0.33,9.08,28.98,0,0,0,4.04,11.3,4.01,9.4,"less_25",32.9629,15,11.6,5.6,36.2,9.5,7.8,14.8,12.3,0.1674,0.6,0.5343,0.5251
"Iredell",609.02,4151,0.33,9.28,30.43,0,0,0,3.08,9.95,18.87,8.4,"less_25",35.9961,9.6,17.5,7.7,36.2,10,7.2,16,12.1,0.2109,0.4,0.5123,0.4263
"Iredell",610.01,3948,0.33,9.5,33.51,0,0,0,5.5,44.9,2.88,18.1,"less_25",24.8987,8.9,5.1,4,33.9,9.6,6.9,15.2,11.5,0.4697,0,0.4333,0.2958
"Iredell",610.02,4766,0.33,9.49,32.56,0,0,0,3.46,15.41,21.29,22.2,"less_25",33.4421,7.4,14.6,4.5,36,10,7,16.1,12.4,0.5509,0.6,0.5058,0.6922
"Iredell",610.03,4120,0.33,9.6,33.62,0,0,0,6.5,45.82,38.45,28.5,"btwn_25_50",29.1019,6.2,12.6,11.2,37.2,9.7,7.8,14.6,12.3,0.8426,0.6,0.6523,0.8501
"Iredell",611.01,3240,0.33,9.59,32.26,0,0,0,4.5,37.12,10.62,19.7,"less_25",31.0802,10.5,13.9,3.2,34.1,9.5,7.1,14.5,11,0.3569,0,0.4695,0.2519
"Iredell",611.02,3347,0.67,9.66,33.23,0,0,0,4.83,63.87,0.75,26.1,"btwn_25_50",27.5831,10.4,10.3,4.6,36.3,9.6,7.3,15,12,0.6333,0.2,0.5759,0.5797
"Iredell",611.03,3129,1,9.77,33.1,0,0,0,3.25,81.8,26.55,19,"less_25",30.2581,8.6,11.2,4.6,35.9,9.8,7.4,15.4,12.2,0.7726,0.2,0.5021,0.6106
"Iredell",611.04,2249,1,9.77,35.09,0,0,0,4.67,59.72,24.67,11.7,"less_25",32.5476,11,8.5,8.1,36.1,9.3,7.5,13.8,11.5,0.9142,0.4,0.5334,0.7665
"Iredell",612.01,4003,0.67,9.83,34.67,0,0,0,5.78,54.56,17.58,12.4,"less_25",20.4015,10.7,8.2,2.3,32.7,8.9,7.2,12.9,10,0.8794,0,0.3985,0.5125
"Iredell",612.02,4726,0.67,9.91,35.63,0,0,13.14,5.83,64.84,48.55,14.7,"less_25",30.1171,9.3,9.1,5.4,34.4,9.5,7.1,14,10.9,0.5803,0,0.3997,0.3428
"Iredell",612.03,4890,1,10,37.67,0,0,0,5.5,66.75,54.19,30.9,"btwn_25_50",21.7178,4.9,4.4,6.3,29.1,8.8,6.2,12.8,8.7,0.6833,0,0.3127,0.3521
"Iredell",612.04,4045,1,9.98,36.62,0,0,7.99,6.58,0,53.28,7.8,"less_25",7.7379,5.6,4.1,3.5,31.5,8.4,7.4,11.2,8.9,0.4318,0,0.0412,0.0845
"Iredell",612.05,3969,0.67,9.9,34.72,0,0,49.68,4.13,1.56,49.91,4.5,"less_25",16.8556,1.8,5.4,5.5,36.5,8.9,8,12.4,10.7,0.5354,0.4,0.1933,0.4293
"Iredell",613.01,3157,0.67,9.9,35.4,0,0,0,3.61,24.73,17.7,17.2,"less_25",35.9202,16.4,20.4,7.8,33.1,10,6.1,16.3,10.9,0.5143,0.2,0.6652,0.5645
"Iredell",613.02,4772,1.33,9.95,36.33,0,0,0,4.5,32.5,12.83,18.6,"less_25",27.8621,12.5,16.5,5.2,33.7,9.8,6.4,15.5,10.9,0.5088,0.2,0.4153,0.4269
"Iredell",613.03,4671,1.33,9.98,36.57,0,0,0,5.42,18.64,1.03,9.3,"less_25",16.8597,3.8,7.7,5.9,29.8,8.8,6.6,12.7,8.8,0.5498,0,0.1964,0.2077
"Iredell",613.04,4960,1.33,10.01,38.32,0,0,0,8.67,95.93,68.29,23.1,"less_25",25.656,9.8,6.6,2.4,27.4,8.7,5.4,13.5,8,0.8552,0,0.4187,0.5105
"Iredell",614.01,5190,1,10,36.45,0,0,0,5.89,0,91,9.1,"less_25",4.6915,2.3,1.4,2.2,29.4,8,7.1,10,7.8,0.2839,0,0.0142,0.0331
"Iredell",614.02,6078,1,10.01,37.52,0,0,0,9.25,4.37,90.76,18.3,"less_25",21.0431,4.8,2.4,6.2,28.4,8.3,6.5,11.7,8.3,0.5592,0,0.304,0.2728
"Iredell",614.03,3280,1,10.02,38.74,0,0,0,9.06,100,81.83,17.7,"less_25",25.9146,5.8,5.1,5.4,26.6,8.8,5.5,13.1,7.7,0.8053,0,0.3586,0.4497
"Iredell",614.04,2692,1,10.03,39.22,7.05,0,0,6.58,78.51,81.75,6.1,"less_25",13.9725,4.9,4.5,3.1,31.1,8.1,7.6,10.4,8.7,0.8345,0.2,0.1431,0.4566
"Iredell",614.05,3762,1,10.02,38.48,0,0,0,7.42,14.01,81.87,13.7,"less_25",14.6465,3.2,2.6,5.2,30.4,8.2,7.4,10.8,8.7,0.3737,0,0.1066,0.087
"Iredell",614.06,4909,1,10.02,37.14,0,0,0,7.25,0,87.95,6.4,"less_25",15.3595,4.5,2.4,2.8,31.2,8.2,7.5,10.2,8.8,0.2523,0.2,0.0679,0.1015
"Iredell",614.07,4660,1,10.04,38.82,27.37,0,0,6.75,33.46,76.12,7.2,"less_25",21.7008,7.7,6,1.3,32.4,8.7,7.4,11.8,9.6,0.7965,0,0.2215,0.3656
"Iredell",614.08,4320,1.33,10.02,36.5,0,0,0,4.25,0,48.36,12.5,"less_25",14.2824,3.2,5,2.7,26.4,8.6,5.6,12.5,6.9,0.2789,0,0.0809,0.0488
"Iredell",615.01,3863,1.33,10,37.78,0,0,0,7.92,0,11.39,25.2,"btwn_25_50",43.9355,9.7,8.7,4.9,34.2,10,6.4,15.3,11.2,0.5456,0,0.6067,0.4428
"Iredell",615.02,4102,1.33,10.01,37.17,0,0,0,7.75,0,48.37,20.1,"less_25",18.3288,7.6,9.3,3.4,32.4,8.9,7.5,12.6,9.6,0.4726,0.2,0.427,0.4134
"Iredell",615.03,3739,1.33,10.01,37.07,0,0,0,6.33,0,39.38,11.6,"less_25",22.1421,4.6,9.1,2.7,34.4,8.9,8.1,12.2,10.1,0.5207,0.2,0.3883,0.4185
"Iredell",616.01,3613,1,10.02,37.36,0,0,0,9.5,38.14,80.57,47.4,"btwn_25_50",55.2565,22.3,14.4,4.7,35.8,10.7,5.6,17.1,13.1,0.9131,0.8,0.8331,0.966
"Iredell",616.02,7994,1,10.02,38.79,0,0,0,7.22,33.71,68.67,35.7,"btwn_25_50",24.0392,6.9,9.1,4.1,26.4,8.6,5.7,12.6,7.4,0.8068,0,0.4771,0.5157
"Jackson",9402,6063,0.33,7.84,22.55,0,0,18.41,5.89,55.88,0.01,63.5,"btwn_50_75",51.5421,27.6,13.6,8.5,37.1,12.4,7.2,18.6,14.8,0.0551,0.8,0.902,0.7336
"Jackson",9502,2190,0.33,7.75,21.74,0,0,100,3.33,34.4,21.08,6.5,"less_25",27.1689,13,9.1,1.4,37,9.8,8.4,14.8,12.5,0.3169,0.6,0.4478,0.5574
"Jackson",9503,6198,0.33,7.87,23.14,0,0,100,7.38,46.19,12.1,8.8,"less_25",38.1109,14,14.1,7.9,34.5,9.6,8.1,14.2,11.5,0.2197,0.2,0.7701,0.4634
"Jackson",9504,4619,0.33,7.83,23.14,0,0,100,8.75,24.86,19.15,13.4,"less_25",29.0763,9.4,10,1.4,33.3,9.3,7.8,13.3,9.9,0.3484,0.2,0.5052,0.3865
"Jackson",9505,5659,0.33,7.92,23.12,0,0,100,4.39,44.39,16.63,5.6,"less_25",27.7798,8.6,8.6,5.3,37.3,9.6,8.2,14.3,11.3,0.0763,0.4,0.4681,0.3209
"Jackson",9506,10688,0.33,7.77,22.58,0,0,100,6.2,0,2,17.8,"less_25",50.9756,7.1,6.1,6.1,22.1,10.4,4.1,18.5,6.7,0.0325,0.4,0.6914,0.4267
"Jackson",9507,2927,0.33,7.63,21.48,0,0,100,3.5,0,0.02,15,"less_25",43.7845,11.4,13.7,2.3,36.3,9.9,7.4,15.5,12,0.0041,0.4,0.5848,0.3477
"Jackson",9508,2244,0.33,7.68,21.31,0,0,100,6,2.48,0,18.9,"less_25",35.3178,22.3,13.1,1.3,40.1,9.6,8.9,14.2,13.8,0.0029,0.6,0.689,0.5197
"Jackson",9509,2350,0.33,7.69,22.11,0,0,100,8.25,30.06,1.46,2.9,"less_25",34.9506,11.3,8,1.1,40.2,8.6,10.3,10.9,12.2,0.0119,0.4,0.3329,0.2069
"Johnston",401,7209,0,9.41,31.77,0,0,0.01,5.47,27.12,3.12,32.3,"btwn_25_50",44.7235,18.6,16.4,1.9,37.9,10,7.1,15.5,12.8,0.2584,0.6,0.8289,0.7051
"Johnston",402.01,6361,0,9.44,30.86,0,0,4.8,2.54,2.1,1.69,40.9,"btwn_25_50",40.1509,11,16.9,4.3,38.2,10.4,6.5,16.4,13.6,0.0968,0.8,0.7795,0.7004
"Johnston",402.02,7060,0,9.5,31.51,0,0,2.08,4.11,0,25.07,28.4,"btwn_25_50",40.3017,12.5,16.5,4.6,33.7,9.8,6.3,15.6,11.3,0.0632,0.2,0.6266,0.2884
"Johnston",402.03,19761,0,9.6,31.76,0,0,0,6.22,0,29.16,24,"less_25",19.1434,5.2,6.2,1.8,27.7,8.7,5.6,12.4,7.6,0.063,0,0.1684,0.0205
"Johnston",403.01,4899,0,9.47,32.21,0,0,0,7.83,67.45,19.54,62.1,"btwn_50_75",56.1086,18.5,21.3,6.8,43,11.8,6.7,19.7,18.5,0.4137,0.8,0.9873,0.8802
"Johnston",403.02,5573,0,9.5,32.58,0,0,0,5.28,24.21,21.81,60.4,"btwn_50_75",56.8489,16.5,17.7,4.3,39.3,10.9,5.9,17.4,15.7,0.5537,0.8,0.9136,0.8982
"Johnston",404,4422,0,9.45,31.52,0,0,0,5.22,76.72,18.55,27.3,"btwn_25_50",33.9245,14.7,12,3.5,36,9.8,6.8,15,11.3,0.4095,0.2,0.7336,0.5466
"Johnston",405,6673,0.33,9.4,30.68,0,0,0,4.46,25.73,14.11,18.9,"less_25",36.2647,13.6,18.3,11.6,35.5,10,6.8,15.8,11.9,0.2381,0.4,0.898,0.6395
"Johnston",406,3821,0.33,9.44,32.53,0,0,1.33,6.5,22.73,1.12,55.6,"btwn_50_75",59.1992,15.1,20.7,7.2,43.9,11.5,6.8,18.1,17.6,0.308,0.8,0.9502,0.8389
"Johnston",407,3901,0,9.48,33.21,0,0,29.16,8.94,93.31,0.34,45.5,"btwn_25_50",46.5016,14.9,24.3,9.5,45.1,10.6,8.4,15.8,17.3,0.5614,1,0.9883,0.9669
"Johnston",408,3807,0,9.48,33.54,0,0,20.36,8.61,91.45,0,36.9,"btwn_25_50",39.1534,16.1,16.3,4.1,39.9,9.7,7.7,14,13.6,0.4281,0.6,0.8595,0.7819
"Johnston",409.01,11817,0,9.52,31.93,0,0,1.67,6.5,42.84,0.03,35.2,"btwn_25_50",27.1664,13.3,14,3.5,34.4,9.4,6.3,13.9,10.8,0.6082,0,0.6171,0.4833
"Johnston",409.02,7895,0,9.52,31.95,12.39,0,0.79,4.83,19.37,2.15,30.7,"btwn_25_50",39.2043,15.4,18.4,8.6,32.1,9.5,6,14.2,9.6,0.7491,0,0.7832,0.6377
"Johnston",410.01,9273,0,9.62,32.68,0,0,4.98,7.06,9.53,22.88,52.2,"btwn_50_75",39.2362,18.6,9.2,5.2,34.7,9.8,6.1,14.1,10.8,0.502,0,0.7703,0.5098
"Johnston",410.02,8918,0,9.72,33.15,0,0,58.83,8.44,0,32.56,37.5,"btwn_25_50",32.9425,13.1,9.3,3,33.1,9.4,6.4,13.6,9.6,0.3381,0,0.6285,0.3347
"Johnston",411.01,8118,0,9.6,32.7,0,0,0,4.33,37.69,10.71,26.3,"btwn_25_50",16.6543,5.9,6.1,2.4,31.8,9.1,5.6,13.2,8.9,0.134,0,0.3017,0.0713
"Johnston",411.02,14095,0,9.73,34.23,0,0,0,7.11,55.15,2.71,26,"btwn_25_50",18.0844,8,4.3,7.9,30.8,9.2,5.9,13.3,9,0.1588,0,0.2563,0.0647
"Johnston",411.03,15881,0,9.6,33.24,0,0,0,6.11,16.96,0,23.7,"less_25",17.1824,8.4,3.4,5.6,28.2,9.1,5.3,13.5,8.1,0.0723,0,0.231,0.0344
"Johnston",412.01,4153,0,9.48,31.75,0.45,0,0,6.33,29.8,0.39,36,"btwn_25_50",45.3389,14.2,18.9,3.3,38,9.9,7.4,15.1,12.8,0.4724,0.4,0.8056,0.701
"Johnston",412.02,5241,0.33,9.43,31.38,0,0,0,5.39,47.37,2.77,38.3,"btwn_25_50",49.6271,23.1,31.8,5.8,37,10.7,6.4,18.1,13.9,0.3486,0.8,0.9613,0.8544
"Johnston",413,6502,0.33,9.36,30.73,0,0,0,2.75,28.39,0.38,17.3,"less_25",49.1051,16,21.5,9.3,38.3,11,6.5,18.2,14.3,0.1515,0.8,0.8587,0.7532
"Johnston",414,7159,0,9.49,32.02,0,0,12.59,7.39,55.55,4.84,42.2,"btwn_25_50",57.9659,15.4,21.1,4.8,39.8,10.4,7.5,15.9,13.8,0.4554,1,0.9313,0.9291
"Johnston",415.01,7603,0,9.53,32.72,0,0,0,5.28,33.58,1.79,18.6,"less_25",27.1053,5.7,13.5,1.9,30.2,9.6,5.6,15.2,9.1,0.2908,0,0.5211,0.2436
"Johnston",415.02,8365,0,9.68,33.58,0,0,0,4.67,19.92,0.97,25.1,"btwn_25_50",19.9545,8.3,8.3,1.6,29.5,9.1,5.6,13.6,8.6,0.1026,0,0.3555,0.0794
"Johnston",415.03,8363,0,9.59,33.3,0,0,0,4.5,18.82,0.6,24.5,"less_25",28.7337,10.4,17.6,2.5,32.5,9.8,6.1,15.6,10.4,0.1091,0.2,0.569,0.2816
"Jones",9201,3472,0,7.68,30.33,0,0,88.64,5.42,17.27,0.13,47.4,"btwn_25_50",45.0218,13.8,18,10.6,43.9,10.9,7.8,15.6,16.6,0.0293,1,0.9194,0.8033
"Jones",9202,2885,0,7.91,27.63,0,0,3.82,4.58,2.73,1.78,37.3,"btwn_25_50",57.3375,14.8,20.7,9.7,45.4,11.4,7.5,17,17.9,0.0541,1,0.916,0.811
"Jones",9203,3237,0,8.18,27.58,0,0,0.19,3.56,14.66,4.51,26.8,"btwn_25_50",50.7278,18.6,18.3,10.4,41.7,11,7.7,17,16,0.2028,1,0.9521,0.867
"Lee",301.01,5490,0,9.59,35.09,0,0,58.14,8.28,98.8,27.31,46.6,"btwn_25_50",39.2917,18.6,17,7.3,34,10,6.8,14.9,11.2,0.4435,0,0.9344,0.5636
"Lee",301.02,5486,0,9.57,35.07,0,0,30,7.72,78.17,27.21,20.7,"less_25",13.3284,5.2,5,0.8,33.1,8.6,8.2,11.2,9.6,0.5656,0.2,0.2662,0.3733
"Lee",302,3304,0,9.62,34.77,0,0,0,7.39,34.52,3.21,78.8,"greater_75",71.7933,18.1,29.2,5.1,38.9,11.9,4.8,21.4,17.7,0.5988,0.8,0.9878,0.9291
"Lee",303,3015,0,9.61,34.67,10.69,0,42.9,8.75,16.11,19.39,89.1,"greater_75",70.779,24.5,33.8,14.2,44.7,11.9,5.3,18.5,18.2,0.7465,0.8,0.9971,0.9655
"Lee",304.01,4011,0,9.67,34.89,14.57,0,0,6.22,75.98,11.92,74.5,"btwn_50_75",51.7826,20.6,27.7,4.6,37.1,10.7,5.7,16.9,14.3,0.8545,0.8,0.9644,0.9796
"Lee",304.02,7509,0,9.59,34.81,11.04,0,1.9,7.5,18.23,9.25,70.6,"btwn_50_75",56.8857,16.6,28.3,8.2,39,10.9,6.4,16.6,14.8,0.7153,0.8,0.9704,0.9527
"Lee",305.01,4736,0,9.58,34.33,0,0,0,5.83,20.96,0,24.3,"less_25",32.0657,8.6,6.4,13,37.1,8.7,9.7,11.2,12.3,0.3384,0.6,0.6566,0.6656
"Lee",305.02,2038,0,9.54,34.6,0,0,0,5.67,21.59,0.16,44.7,"btwn_25_50",48.4298,23.4,21,9.2,37.5,10.4,7,16.5,13.6,0.2371,0.8,0.902,0.7999
"Lee",305.03,7292,0,9.45,33.91,0,0,0,3.54,23.91,0,30.4,"btwn_25_50",45.6758,15.7,16.3,13.6,35,10.8,6.3,17.5,12.9,0.1581,0.8,0.8468,0.7515
"Lee",306.01,3141,0,9.55,34.7,4.24,0,0,4.17,40.17,5.88,15.8,"less_25",12.2891,6.3,3,2,31.6,8.7,7.1,11.3,9,0.753,0,0.1677,0.3065
"Lee",306.02,5058,0,9.45,34.02,0,0,0,4.28,8.5,0.03,17.9,"less_25",22.7758,9.6,9.5,3.5,35.8,9.7,7.5,14.1,11.5,0.128,0.4,0.4743,0.3563
"Lee",307.01,5007,0.33,9.7,34.74,0,0,0,5.08,42.48,10.56,27.3,"btwn_25_50",25.2705,7,13.5,3.7,33.4,9.8,6.5,14.6,10.7,0.8019,0,0.6708,0.6097
"Lee",307.02,4394,0,9.68,34.18,0,0,0,4.33,12.62,7.08,22.9,"less_25",33.9344,14.3,17.4,8.6,36,9.9,7.4,14.9,11.8,0.4145,0.2,0.8,0.5824
"Lenoir",101,4085,0,8.53,28.06,13.25,0,0,4.08,38.55,0,50.9,"btwn_50_75",52.1814,12.7,22.7,11.8,42.3,11.6,6.9,17.6,16.7,0.5461,0.8,0.9189,0.8977
"Lenoir",102,2452,0,8.52,28.98,0,0,0,7.11,38.39,0,94.8,"greater_75",60.0326,11.1,17.3,24.3,56.3,12.9,7.6,17,25,0.3869,1,0.9656,0.9204
"Lenoir",103,1437,0,8.55,29.58,0,0,0,8.42,100,0,99.2,"greater_75",87.3677,17.6,42.5,34.1,51.5,16.1,5.1,25.1,23.7,0.6586,0.8,0.9536,0.9348
"Lenoir",104,740,0,8.57,29.54,0,0,0,9.58,100,0,100,"greater_75",84.7297,18.5,29.6,20.6,57.9,13.5,6.6,19.1,25.4,0.4251,0.8,0.9704,0.8786
"Lenoir",105,3475,0,8.59,28.9,0,0,0,9,83.76,0,93.1,"greater_75",66.6567,11.3,22.7,19.4,53.5,13.4,6.6,18.8,23.1,0.1719,0.8,0.9949,0.8099
"Lenoir",106,3649,0,8.62,29.3,0,0,0,8.83,19.37,0,60,"btwn_50_75",36.4515,10.5,13.9,14,46.1,10,9.6,12.4,16.2,0.2375,0.6,0.8311,0.697
"Lenoir",107,2043,0,8.61,29.9,0,0,1.6,12.17,88.68,0,75.6,"greater_75",71.7811,9,32.7,9.4,52.6,12.9,7.8,19,22.7,0.3427,1,0.9959,0.9169
"Lenoir",108,5108,0,8.66,29.16,0,0,2.06,7.44,13.69,0,51.5,"btwn_50_75",23.9339,7.4,15.4,7,44.6,10.2,9,13.2,15.5,0.3098,0.6,0.8652,0.7403
"Lenoir",109,3225,0,8.69,28.73,0.72,0,0,4.56,11.96,0,62.1,"btwn_50_75",47.5801,7.8,20.7,11.3,43.9,11.1,7,15.9,16.2,0.5318,0.8,0.9709,0.9077
"Lenoir",110.01,4778,0,8.73,28.64,0,0,16.44,6.22,57.85,0,36.2,"btwn_25_50",31.8355,13.6,14.1,7.9,39.2,10.2,7.9,14.6,13.5,0.3185,0.6,0.814,0.7237
"Lenoir",110.02,3777,0,8.86,28.49,0,0,0,4.75,20.74,0,24.5,"less_25",28.4882,11.7,9.4,5.1,34.5,9.9,6.5,14.5,11.1,0.085,0,0.5625,0.1574
"Lenoir",111,5847,0,8.94,28.68,0,0,0,4.75,29.27,21.95,49.3,"btwn_25_50",52.7025,17.2,23.6,9.9,41.7,11.1,7.1,16.3,16,0.2365,0.8,0.9564,0.8188
"Lenoir",112,7464,0,8.58,28.41,0,0,0,4.21,8.63,0,27,"btwn_25_50",45.1321,18.7,23.9,10.7,37,10.4,6.8,16.9,12.8,0.0362,0.8,0.8978,0.7242
"Lenoir",113,4967,0,8.62,28.65,0,0,0,6,36.86,0,49.8,"btwn_25_50",52.0838,10,23.3,12.2,39.4,11.2,7.3,17.6,15.5,0.2527,0.8,0.9256,0.8137
"Lenoir",114,3709,0,8.44,28.07,0.37,0,0,3.29,21.99,2.07,16.8,"less_25",42.7878,8.7,18.6,5.9,37.3,10.2,7.3,16,12.5,0.5256,0.6,0.7041,0.7604
"Lincoln",701,5125,1,9.93,36.92,0,0,60.59,9.17,16.3,10.01,32.1,"btwn_25_50",42.7077,6.3,13.5,9.7,38.8,10.3,8,15.3,13.6,0.7624,0.6,0.8125,0.8729
"Lincoln",702.01,5051,1,9.93,36.45,0,0,0,7.78,83.59,24.21,42.3,"btwn_25_50",45.8833,13,20.6,5.1,33.2,9.9,5.9,16.3,11.2,0.8381,0.2,0.9267,0.8091
"Lincoln",702.02,3235,1,9.95,35.75,0,0,0,6.42,0.81,3.32,19.8,"less_25",20.9302,3.3,7.5,2.4,34.7,9.5,7.6,13.9,11.5,0.6186,0.2,0.257,0.3995
"Lincoln",703,4097,1,9.95,36.32,0,0,0,5.33,89.67,0.92,22.4,"less_25",41.033,8.2,20.2,10.4,38.4,10.2,8.7,15.6,14.1,0.6408,0.8,0.9105,0.9202
"Lincoln",704,5538,1,9.91,35.81,0,0,9.23,4.63,4.2,20.81,6.4,"less_25",34.4709,6.1,12.8,10.7,34.3,10.3,7.1,16.8,12.3,0.501,0.4,0.5206,0.5853
"Lincoln",705,4807,0.33,9.7,33.6,0,0,0,3.11,0,19.07,3.4,"less_25",33.6547,8.7,17.8,5.4,33.3,9.8,7.1,15,10.3,0.3591,0,0.4733,0.2554
"Lincoln",706,4113,0.33,9.63,32.55,0,0,0,3.83,0,0,8.3,"less_25",27.027,11.6,12.7,3.5,33.9,10,7,15.6,11.1,0.0959,0.2,0.4614,0.2139
"Lincoln",707,3685,0.33,9.83,34.96,0,0,1.32,4.58,0,0.06,9.7,"less_25",33.1338,7.4,18,3.5,33.2,9.8,7,15.1,10.4,0.3496,0,0.4018,0.2105
"Lincoln",708,6848,1,9.92,35.03,0,0,0.68,4.08,36.31,17.13,25.6,"btwn_25_50",46.3579,18.4,16.9,8.7,35.6,10.5,6.4,17,12.5,0.7002,0.8,0.7164,0.8843
"Lincoln",709.01,3246,1,9.93,33.95,0,0,0,2.75,0,3.2,2.3,"less_25",40.4505,5.4,6.4,7.3,31.3,9.6,6.5,15,10.2,0.1751,0,0.2915,0.0825
"Lincoln",709.02,6567,1,9.97,35.01,0,0,0,4.28,0,23.07,10.8,"less_25",24.4421,9.9,10,3,32.3,9.6,6.7,14.5,10,0.5239,0,0.33,0.2676
"Lincoln",710.01,5715,1,9.97,36.36,0,0,0,3.75,5.92,8.77,21.4,"less_25",35.0406,19.4,12.4,4.3,34.1,10,6.9,15.2,11,0.7074,0,0.5433,0.4981
"Lincoln",710.02,2676,1,10.01,35.65,0,0,0,2.92,0,12.54,14.6,"less_25",43.3857,9.5,24.2,4.2,37.9,10.7,7,16.7,13,0.4043,0.8,0.5921,0.7481
"Lincoln",711.01,6052,1,9.98,34.85,0,0,0,7.56,0,58.1,10,"less_25",30.4967,5.1,7,3.6,30.9,9.5,6.8,14.2,9.9,0.4377,0,0.2582,0.1818
"Lincoln",711.02,5841,1,10.04,36.63,0,0,0,8.25,0,23.7,11.8,"less_25",13.0971,3.6,6.5,4.8,29.9,8.9,7.1,12.4,8.6,0.4423,0,0.1047,0.1124
"Lincoln",712.01,1839,1.33,10.03,36.13,0,0,0,7,0,93.36,9.8,"less_25",16.9114,7.6,3.1,4.9,32.9,8.4,8.2,11,9.7,0.3833,0.2,0.131,0.191
"Lincoln",712.02,3311,1,10.01,35.06,0,0,0,5.58,0,94.59,5.6,"less_25",13.1396,4.5,4.9,5.3,32.6,8.5,7.9,11.1,9.4,0.5024,0.2,0.1157,0.2471
"Lincoln",712.03,5173,1,9.98,34.14,0,0,0,5.58,0,92.3,4.3,"less_25",9.163,2.2,2.9,0.8,28.9,8.4,7.2,10.8,8,0.5662,0,0.0463,0.1409
"McDowell",9701,5505,0,8.17,26,0,0,100,5.38,37.15,1.45,11.3,"less_25",30.8084,13.2,18.2,1.3,37.1,9.8,7.7,15.1,11.6,0.0721,0.4,0.6489,0.425
"McDowell",9702,4740,0,8.57,29.85,0,0,39.54,5.33,71.46,3.37,9.2,"less_25",39.7406,7.5,10.7,8.6,37.8,9.9,7.6,15.4,12.5,0.2096,0.6,0.683,0.6194
"McDowell",9703,3012,0,8.45,28.33,0,0,39.56,7.5,65.35,3.12,23.5,"less_25",32.4878,17,17.9,11.5,38.5,10,8.9,14.8,12.6,0.2182,0.6,0.8429,0.6938
"McDowell",9704,3045,0,8.53,29.71,0,0,0,9.67,100,10.26,32.7,"btwn_25_50",51.954,19.7,25.2,4.9,38.6,10.5,7.2,17.6,13.3,0.4831,0.8,0.8306,0.8556
"McDowell",9705,4101,0,8.53,28.61,0,0,0,8.22,98.5,16.15,28.5,"btwn_25_50",40.8768,9.4,15.5,8,40,10.3,8.1,15.8,13.5,0.3394,0.8,0.8706,0.8242
"McDowell",9706,3704,0,8.42,27.97,0,0,22.42,6.44,67.75,1.24,6,"less_25",23.9471,7,13.1,3.6,34.6,9.2,7.4,13.6,10,0.1816,0,0.3061,0.0896
"McDowell",9707,4410,0,8.14,25.07,0,0,98.08,3.72,26.09,0,8.2,"less_25",42.3771,10.4,13.3,1.3,39.3,9.9,8.2,15.1,12.7,0.1734,0.6,0.4961,0.5083
