"Song","Artist","Date","Number_one_weeks","Overall.Rating","Genre","Length","Artist.Male","Artist.White","Artist.Black","Age","BPM","Energy","Danceability","Happiness","Loudness","Key","Explicit"
"Believe","Cher","13-Mar-99",4,7.33,"Electronic/Dance",239,0,1,0,52,133,92,65,46,-7,"Gb",0
"No Scrubs","TLC","10-Apr-99",4,9.33,"Funk/Soul",214,0,0,1,27,93,68,74,59,-4,"Abm",0
"Livin' la Vida Loca","Ricky Martin","8-May-99",5,7.33,"Pop",243,1,0,0,27,89,95,43,93,-4,"Dbm",0
"If You Had My Love","Jennifer Lopez","12-Jun-99",5,5.67,"Pop",266,0,0,0,29,94,62,68,81,-7,"Bm",0
"Bills, Bills, Bills","Destiny's Child","17-Jul-99",1,8,"Funk/Soul",256,0,0,1,17,128,58,85,46,-5,"Bm",0
"Wild Wild West","Will Smith ft. Dru Hill & Kool Moe Dee","24-Jul-99",1,5,"Hip Hop",245,1,0,1,30,107,67,85,62,-7,"Ebm",1
"Genie in a Bottle","Christina Aguilera","31-Jul-99",5,7.33,"Pop",217,0,1,0,18,176,80,63,91,-7,"Fm",1
"Bailamos","Enrique Iglesias","4-Sep-99",2,5,"Pop",214,1,1,0,24,100,89,63,59,-5,"Am",0
"Unpretty","TLC","18-Sep-99",3,6.67,"Pop",240,0,0,1,29,89,62,66,57,-6,"C",1
"Heartbreaker","Mariah Carey ft. Jay-Z","9-Oct-99",2,7,"Funk/Soul",285,0,0,1,30,100,82,52,79,-6,"C",1
"Smooth","Santana ft. Rob Thomas","23-Oct-99",12,7.67,"Rock",241,1,2,0,52,116,78,64,96,-9,"Am",0
"What a Girl Wants","Christina Aguilera","15-Jan-00",2,7.67,"Pop",215,0,1,0,19,142,82,75,82,-7,"C",0
"I Knew I Loved You","Savage Garden","29-Jan-00",4,5,"Pop",250,1,1,0,27,85,50,61,74,-10,"A",0
"Thank God I Found You","Mariah Carey ft. Joe & 98 Degrees","19-Feb-00",1,5,"Pop",257,2,2,2,28,129,53,35,15,-6,"Multiple Keys",0
"Amazed","Lonestar","4-Mar-00",2,4.67,"Folk/Country",239,1,1,0,38,140,55,56,25,-8,"Multiple Keys",0
"Say My Name","Destiny's Child","18-Mar-00",3,8.67,"Funk/Soul",240,0,0,1,18,69,68,59,74,-3,"Fm",0
"Maria Maria","Santana ft. The Product G&B","8-Apr-00",10,8,"Funk/Soul",261,1,0,2,52,98,60,78,68,-6,"Am",0
"Try Again","Aaliyah","17-Jun-00",1,8.33,"Hip Hop",287,0,0,1,21,93,65,79,74,-6,"Abm",0
"Be with You","Enrique Iglesias","24-Jun-00",3,4.67,"Electronic/Dance",220,1,1,0,25,122,87,69,56,-5,"Dbm",0
"Everything You Want","Vertical Horizon","15-Jul-00",1,3.67,"Rock",257,1,1,0,30,94,76,64,74,-6,"Ebm",0
"Bent","Matchbox Twenty","22-Jul-00",1,4.33,"Rock",256,1,1,0,28,95,83,52,53,-7,"Gbm",0
"It's Gonna Be Me","NSYNC","29-Jul-00",2,5.33,"Pop",192,1,1,0,19,165,87,64,91,-5,"Cm",0
"Incomplete","Sisqó","12-Aug-00",2,4.33,"Funk/Soul",274,1,0,1,21,119,44,75,27,-8,"B",0
"Doesn't Really Matter","Janet Jackson","26-Aug-00",3,6.33,"Funk/Soul",297,0,0,1,34,99,80,77,80,-3,"Fm",0
"Music","Madonna","16-Sep-00",4,5,"Electronic/Dance",225,0,1,0,42,120,80,74,87,-9,"Gm",0
"Come On Over Baby (All I Want Is You)","Christina Aguilera","14-Oct-00",4,6.67,"Pop",203,0,1,0,19,119,92,83,78,-3,"Eb",1
"With Arms Wide Open","Christina Aguilera","11-Nov-00",1,5.67,"Rock",273,1,1,0,27,139,54,51,14,-8,"C",0
"Independent Women, Part 1","Destiny's Child","18-Nov-00",11,7.67,"Funk/Soul",216,0,0,1,19,98,59,67,93,-4,"Gbm",0
"It Wasn't Me","Shaggy ft. Ricardo ""RikRok"" Ducent","3-Feb-01",2,6.33,"Hip Hop",227,1,0,1,33,95,61,85,65,-5,"C",1
"Ms. Jackson","Outkast","17-Feb-01",1,8.67,"Hip Hop",238,1,0,1,26,95,83,83,68,-4,"Am",1
"Stutter","Joe ft. Mystikal","24-Feb-01",4,4.33,"Hip Hop",213,1,0,1,27,90,76,77,68,-7,"Bbm",1
"Butterfly","Crazy Town","24-Mar-01",2,6,"Hip Hop",215,1,1,0,28,104,73,73,68,-8,"Am",1
"Angel","Shaggy ft. Rayvon","31-Mar-01",1,6.67,"Reggae",235,1,0,1,33,85,68,80,82,-6,"Gb",1
"All for You","Janet Jackson","14-Apr-01",7,7,"Funk/Soul",272,0,0,1,34,114,88,77,78,-5,"G",1
"Lady Marmalade","Christina Aguilera, Lil' Kim, Mýa, & Pink","2-Jun-01",5,6.33,"Funk/Soul",264,0,2,2,22,110,80,76,65,-4,"Dm",1
"U Remind Me","Usher","7-Jul-01",4,5.67,"Funk/Soul",266,1,0,1,22,94,63,66,73,-5,"Gb",1
"Bootylicious","Destiny's Child","4-Aug-01",2,5.67,"Funk/Soul",207,0,0,1,19,103,84,84,64,-4,"Ebm",1
"Fallin'","Alicia Keys","18-Aug-01",6,7.67,"Funk/Soul",195,0,0,1,20,96,61,65,48,-8,"Em",0
"I'm Real (Murder Remix)","Jennifer Lopez ft. Ja Rule","8-Sep-01",5,5.33,"Funk/Soul",266,2,0,2,29,83,59,71,55,-8,"Bm",1
"Family Affair","Mary J. Blige","3-Nov-01",6,7.67,"Hip Hop",244,0,0,1,30,93,56,93,98,-2,"Abm",1
"U Got It Bad","Usher","15-Dec-01",6,6.33,"Funk/Soul",247,1,0,1,23,124,50,82,65,-5,"Db",1
"How You Remind Me","Nickelback","22-Dec-01",4,6.33,"Rock",223,1,1,0,27,172,76,45,54,-5,"Gm",1
"Always on Time","Ja Rule ft. Ashanti","23-Feb-02",2,6.33,"Hip Hop",245,2,0,1,23,97,71,84,84,-6,"Cm",1
"Ain't it Funny (Murder Remix)","Jennifer Lopez ft. Ja Rule & Caddillac Tah","9-Mar-02",6,4.67,"Hip Hop",231,2,0,2,29,89,74,78,79,-3,"Gm",1
"Foolish","Ashanti","20-Apr-02",10,6.33,"Funk/Soul",227,0,0,1,21,90,70,67,71,-6,"C",1
"Hot in Herre","Nelly","29-Jun-02",7,8.33,"Hip Hop",228,1,0,1,27,107,75,96,91,-5,"Em",1
"Dilemma","Nelly ft. Kelly Rowland","17-Aug-02",10,6.67,"Funk/Soul",289,2,0,1,24,168,55,73,61,-8,"F",1
"A Moment Like This","Kelly Clarkson","5-Oct-02",2,6,"Pop",228,0,1,0,20,145,57,41,16,-4,"Multiple Keys",0
"Lose Yourself","Eminem","9-Nov-02",12,10,"Hip Hop",321,1,1,0,30,171,74,69,6,-5,"Dm",1
"Bump, Bump, Bump","B2K ft. P. Diddy","1-Feb-03",1,4,"Hip Hop",282,1,0,1,26,95,68,83,89,-6,"Dbm",1
"All I Have","Jennifer Lopez ft. LL Cool J","8-Feb-03",4,5,"Funk/Soul",254,2,0,2,34,83,67,70,47,-5,"C",1
"In da Club","50 Cent","8-Mar-03",9,9.33,"Hip Hop",193,1,0,1,27,90,72,90,81,-3,"Gbm",1
"Get Busy","Sean Paul","10-May-03",3,6.67,"Reggae",211,1,0,1,30,100,82,74,73,-4,"Fm",1
"21 Questions","50 Cent ft. Nate Dogg","31-May-03",4,8,"Hip Hop",224,1,0,1,30,90,81,58,91,-4,"Gbm",1
"This is the Night","Clay Aiken","28-Jun-03",2,2.67,"Pop",212,1,1,0,24,99,56,53,37,-8,"E",0
"Crazy in Love","Beyoncé ft. Jay-Z","12-Jul-03",8,8.67,"Funk/Soul",236,2,0,1,27,99,77,65,68,-7,"Dm",0
"Shake Ya Tailfeather","Nelly, P. Diddy, & Murphy Lee","6-Sep-03",4,5,"Hip Hop",295,1,0,1,31,88,71,78,90,-7,"Fm",1
"Baby Boy","Beyoncé ft. Sean Paul","4-Oct-03",9,5.67,"Hip Hop;Reggae",244,2,0,1,26,91,49,66,79,-9,"Cm",0
"Stand Up","Ludacris ft. Shawnna","6-Dec-03",1,5.67,"Hip Hop",213,2,0,1,26,99,84,75,80,-5,"Ebm",1
"Hey Ya!","Outkast","13-Dec-03",9,9.33,"Funk/Soul",235,1,0,1,28,80,97,73,97,-2,"Em",1
"The Way You Move","Outkast ft. Sleepy Brown","14-Feb-04",1,8,"Funk/Soul",234,1,0,1,29,126,60,87,64,-5,"Fm",1
"Slow Jamz","Twista ft. Kanye West & Jamie Foxx","21-Feb-04",1,7.33,"Funk/Soul",212,1,0,1,31,145,76,56,60,-7,"Dm",1
"Yeah!","Usher ft. Lil Jon & Ludacris","28-Feb-04",12,9.33,"Hip Hop",250,1,0,1,46,105,79,89,58,-5,"Gm",1
"Burn","Usher","22-May-04",8,7.33,"Funk/Soul",256,1,0,1,25,120,48,80,69,-7,"Db",0
"I Believe","Fantasia","10-Jul-04",1,5.33,"Pop",300,0,0,1,20,134,45,53,13,-9,"Ab",0
"Confession Part II","Usher","24-Jul-04",2,7,"Funk/Soul",211,1,0,1,25,138,47,85,70,-8,"Ab",0
"Slow Motion","Juvenile ft. Soulja Slim","7-Aug-04",2,5.33,"Hip Hop",248,1,0,1,28,173,73,71,89,-5,"Cm",1
"Lean Back","Terror Squad","21-Aug-04",3,6.33,"Hip Hop",247,2,0,1,34,95,92,78,70,-3,"Dbm",1
"Goodies","Ciara ft. Petey Pablo","11-Sep-04",7,5.67,"Hip Hop",223,2,0,1,25,102,65,83,87,-6,"Fm",1
"My Boo","Usher & Alicia Keys","30-Oct-04",6,6.33,"Funk/Soul",223,2,0,1,25,86,51,66,68,-8,"F",0
"Drop It Like It's Hot","Snoop Dogg ft. Pharrell Williams","11-Dec-04",3,8.67,"Hip Hop",269,1,0,1,32,92,55,91,63,-5,"Dbm",1
"Let Me Love You","Mario","1-Jan-05",9,6,"Funk/Soul",256,1,0,1,18,95,58,66,56,-9,"Gm",0
"Candy Shop","50 Cent ft. Olivia","5-Mar-05",9,8,"Hip Hop",219,2,0,1,28,125,57,61,76,-8,"Bm",1
"Hollaback Girl","Gwen Stefani","7-May-05",4,8,"Hip Hop",199,0,1,0,35,110,92,93,90,-2,"B",1
"We Belong Together","Mariah Carey","4-Jun-05",14,7.33,"Funk/Soul",201,0,0,1,36,140,46,84,76,-8,"C",1
"Inside Your Heaven","Carrie Underwood","2-Jul-05",1,5,"Pop",225,0,1,0,22,135,56,38,14,-5,"G",0
"Gold Digger","Kanye West ft. Jamie Foxx","17-Sep-05",10,9.67,"Hip Hop",197,1,0,1,33,93,70,63,62,-6,"Abm",1
"Run It!","Chris Brown ft. Juelz Santana","26-Nov-05",5,6.33,"Hip Hop",229,1,0,1,20,101,48,85,21,-7,"Dbm",1
"Don't Forget About Us","Mariah Carey","31-Dec-05",2,5.67,"Funk/Soul",233,0,0,1,36,144,54,70,43,-7,"Gm",0
"Laffy Taffy","D4L","14-Jan-06",1,5,"Hip Hop",224,1,0,1,29,77,44,89,62,-8,"Gm",1
"Grillz","Nelly ft. Paul Wall, Ali & Gipp","21-Jan-06",2,5.67,"Hip Hop",271,1,2,2,30,83,50,87,84,-8,"Gbm",1
"Check on It","Beyoncé ft. Bun B & Slim Thug","4-Feb-06",5,7.33,"Hip Hop",210,2,0,1,27,166,80,71,86,-7,"D",0
"You're Beautiful","James Blunt","11-Mar-06",1,5.33,"Rock",209,1,1,0,32,82,48,68,45,-10,"Eb",1
"So Sick","Ne-Yo","18-Mar-06",2,6.67,"Funk/Soul",197,1,0,1,26,93,57,45,58,-8,"Gb",0
"Temperature","Sean Paul","1-Apr-06",1,6.67,"Reggae",218,1,0,1,33,125,60,95,82,-5,"Bbm",0
"Bad Day","Daniel Powter","8-Apr-06",5,4.33,"Pop",233,1,1,0,35,140,79,60,52,-4,"Eb",0
"SOS","Rihanna","13-May-06",3,7,"Electronic/Dance",238,0,0,1,18,137,67,68,53,-5,"Gb",0
"Ridin'","Chamillionaire ft. Krayzie Bone","3-Jun-06",2,6.67,"Hip Hop",303,1,0,1,29,143,80,79,84,-5,"Abm",1
"Hips Don't Lie","Shakira ft. Wyclef Jean","17-Jun-06",2,7.67,"Latin",218,2,0,2,33,100,82,78,76,-6,"Bbm",0
"Do I Make You Proud","Taylor Hicks","1-Jul-06",1,2.67,"Pop",248,1,1,0,29,144,52,46,31,-8,"Db",0
"Promiscuous","Nelly Furtado ft. Timbaland","8-Jul-06",6,8.67,"Hip Hop",242,2,2,2,31,114,97,81,87,-6,"Bbm",0
"London Bridge","Fergie","19-Aug-06",3,5.33,"Hip Hop",202,0,0,0,31,91,61,77,63,-6,"Bbm",1
"SexyBack","Justin Timberlake","9-Sep-06",7,7.33,"Electronic/Dance",242,1,1,0,25,117,58,97,96,-6,"Gm",1
"Money Maker","Ludacris ft. Pharrell Williams","28-Oct-06",2,5.33,"Hip Hop",230,1,0,1,31,79,60,55,61,-7,"Cm",1
"My Love","Justin Timberlake ft. T.I.","11-Nov-06",3,7,"Electronic/Dance",281,1,2,2,26,120,67,77,80,-6,"Em",0
"I Wanna Love You","Akon ft. Snoop Dogg","2-Dec-06",2,5.67,"Hip Hop",247,1,0,1,34,100,45,87,37,-9,"Am",1
"Irreplaceable","Beyoncé","16-Dec-06",10,8,"Funk/Soul",227,0,0,1,25,176,69,45,51,-5,"Gm",0
"Say It Right","Nelly Furtado","24-Feb-07",1,6,"Pop",223,0,1,0,28,117,87,87,81,-6,"Ab",0
"What Goes Around … Comes Around","Justin Timberlake","3-Mar-07",1,4.67,"Funk/Soul",313,1,1,0,26,76,70,72,50,-5,"G",0
"This Is Why I'm Hot","MiMS","10-Mar-07",2,4.33,"Hip Hop",259,1,0,1,25,80,60,62,49,-6,"Cm",1
"Glamorous","Fergie ft. Ludacris","24-Mar-07",2,6,"Pop",246,2,0,2,30,131,76,81,62,-6,"C",1
"Don't Matter","Akon","7-Apr-07",2,5.67,"Funk/Soul",249,1,0,1,33,125,43,81,37,-6,"A",1
"Give It To Me","Timbaland ft. Nelly Furtado & Justin Timberlake","21-Apr-07",2,4,"Hip Hop",236,2,2,2,30,111,71,98,82,-4,"Abm",1
"Girlfriend","Avril Lavigne","5-May-07",1,6,"Rock",216,0,1,0,22,164,96,58,52,-2,"D",1
"Makes Me Wonder","Maroon 5","12-May-07",3,4.67,"Rock",211,1,1,0,28,114,85,80,88,-2,"D",1
"Buy U a Drank (Shawty Snappin')","T-Pain ft. Yung Joc","26-May-07",1,6,"Hip Hop",227,1,0,1,24,80,55,69,61,-8,"Db",1
"Umbrella","Rihanna ft. Jay-Z","9-Jun-07",7,7.33,"Funk/Soul",275,2,0,1,28,174,83,58,57,-5,"Db",0
"Hey There Delilah","Plain White-T's","28-Jul-07",2,7,"Pop",232,1,2,2,28,104,37,51,32,-11,"D",0
"Beautiful Girls","Sean Kingston","11-Aug-07",4,7.33,"Pop",225,1,0,1,17,130,65,76,77,-6,"A",1
"Big Girls Don't Cry","Fergie","8-Sep-07",1,6.67,"Pop",268,0,0,0,32,113,64,71,25,-4,"G",0
"Crank That (Soulja Boy)","Soulja Boy Tell 'Em","15-Sep-07",7,4,"Hip Hop",221,1,0,1,17,140,74,74,80,-2,"Cm",1
"Stronger","Kanye West","29-Sep-07",1,7.33,"Hip Hop",311,1,0,1,30,104,72,62,49,-8,"Ebm",1
"Kiss Kiss","Chris Brown ft. T-Pain","10-Nov-07",3,4.33,"Hip Hop",250,1,0,1,21,140,66,73,55,-3,"Ebm",1
"No One","Alicia Keys","1-Dec-07",5,4.33,"Funk/Soul",253,0,0,1,26,90,55,64,17,-5,"E",0
"Low","Flo Rida ft. T-Pain","5-Jan-08",10,6.67,"Pop",231,1,0,1,26,128,61,92,30,-6,"Ebm",0
"Love in This Club","Usher ft. Young Jeezy","15-Mar-08",3,5.67,"Electronic/Dance",259,1,0,1,30,140,71,57,35,-6,"C",1
"Bleeding Love","Leona Lewis","5-Apr-08",4,6.33,"Pop",261,0,0,1,23,104,66,64,23,-6,"F",0
"Touch My Body","Mariah Carey","12-Apr-08",2,4.33,"Pop",204,0,0,1,39,79,67,71,84,-8,"D",1
"Lollipop","Lil Wayne ft. Static Major","3-May-08",5,4.67,"Hip Hop",299,1,1,0,29,148,43,83,45,-9,"Dm",1
"Take a Bow","Rihanna","24-May-08",1,5,"Funk/Soul",229,0,0,1,20,82,47,70,57,-8,"E",0
"Viva La Vida","Coldplay","28-Jun-08",1,6.67,"Pop",242,1,1,0,31,138,62,49,42,-7,"Ab",0
"I Kissed a Girl","Katy Perry","5-Jul-08",7,6,"Rock",179,0,1,0,23,130,76,70,70,-3,"Am",1
"Disturbia","Rihanna","23-Aug-08",2,5.33,"Electronic/Dance",238,0,0,1,20,125,81,71,72,-5,"Bm",1
"Whatever You Like","T.I.","6-Sep-08",7,5,"Hip Hop",249,1,0,1,27,150,69,68,47,-6,"F",1
"So What","P!nk","27-Sep-08",1,5,"Rock",215,0,1,0,29,126,87,53,46,-3,"Gbm",1
"Live Your Life","T.I. ft. Rihanna","18-Oct-08",6,5,"Pop",338,2,0,1,24,160,86,38,48,-3,"Bm",1
"Womanizer","Britney Spears","25-Oct-08",1,5.33,"Electronic/Dance",224,0,1,0,26,139,70,72,24,-5,"Dbm",0
"Single Ladies (Put a Ring on It)","Beyoncé","13-Dec-08",4,6.67,"Funk/Soul",193,0,0,1,27,97,58,43,27,-5,"E",0
"Just Dance","Lady Gaga ft. Colby O'Donis","17-Jan-09",3,6,"Electronic/Dance",241,2,2,2,20,119,74,82,75,-5,"Dbm",0
"My Life Would Suck Without You","Kelly Clarkson","17-Feb-09",2,6,"Rock",211,0,1,0,26,145,88,53,42,-4,"A",0
"Crack a Bottle","Eminem, Dr. Dre, & 50 Cent","21-Feb-09",1,2.33,"Hip Hop",297,1,2,2,36,170,87,52,39,-3,"Dbm",1
"Right Round","Flo Rida","28-Feb-09",6,4,"Pop",204,1,0,1,29,125,67,72,71,-7,"Am",1
"Poker Face","Lady Gaga","11-Apr-09",1,7,"Electronic/Dance",237,0,1,0,23,119,81,85,79,-5,"Abm",1
"Boom Boom Pow","The Black Eyed Peas","18-Apr-09",12,4.33,"Electronic/Dance",252,2,0,1,34,130,84,62,38,-6,"Am",1
"I Gotta Feeling","The Black Eyed Peas","11-Jul-09",14,4.67,"Electronic/Dance",289,2,0,1,34,128,77,74,61,-6,"G",0
"Down","Jay Sean ft. Lil Wayne","17-Oct-09",2,4.33,"Electronic/Dance",212,1,0,1,28,132,68,73,73,-4,"D",0
"3","Britney Spears","24-Oct-09",1,3,"Electronic/Dance",205,0,1,0,27,135,71,70,79,-2,"Fm",1
"Fireflies","Owl City","7-Nov-09",2,2,"Electronic/Dance",228,1,1,0,23,90,66,51,47,-7,"Eb",0
"Whatcha Say","Jason Derulo","14-Nov-09",1,4.33,"Electronic/Dance",221,1,0,1,20,144,71,62,71,-6,"B",0
"Empire State of Mind","Jay-Z & Alicia Keys","28-Nov-09",5,7.67,"Hip Hop",276,2,0,1,34,174,96,49,81,-2,"Gb",1
"Tik Tok","Kesha","2-Jan-10",9,5.33,"Electronic/Dance",299,0,1,0,22,120,84,76,71,-3,"F",0
"Imma Be","The Black Eyed Peas","6-Mar-10",2,3.67,"Electronic/Dance",257,2,0,1,34,92,52,60,41,-7,"Fm",1
"Break Your Heart","Taio Cruz ft. Ludacris","20-Mar-10",1,3.67,"Electronic/Dance",186,1,0,1,30,122,90,67,63,-5,"Eb",0
"Rude Boy","Rihanna","27-Mar-10",5,6.67,"Electronic/Dance",222,0,0,1,22,174,75,56,77,-4,"Ebm",1
"Nothin' On You","B.o.B. ft. Bruno Mars","1-May-10",2,6.33,"Funk/Soul",268,1,0,1,23,104,85,69,74,-6,"Bb",0
"OMG","Usher ft. will.i.am","15-May-10",4,4.33,"Electronic/Dance",269,1,0,1,33,130,75,78,33,-6,"Em",0
"Not Afraid","Eminem","22-May-10",1,4.67,"Hip Hop",248,1,1,0,37,115,95,86,67,-1,"Cm",1
"California Gurls","Katy Perry ft. Snoop Dogg","19-Jun-10",6,7.67,"Funk/Soul",236,2,2,2,32,125,75,79,43,-4,"F",1
"Love the Way You Lie","Eminem ft. Rihanna","31-Jul-10",7,7,"Hip Hop",263,2,2,2,30,87,93,75,64,-5,"Bb",1
"Teenage Dream","Katy Perry","18-Sep-10",2,9,"Pop",227,0,1,0,25,120,80,72,59,-5,"Bb",0
"Just the Way You Are","Bruno Mars","2-Oct-10",4,7.67,"Pop",220,1,0,1,24,109,84,64,43,-5,"F",0
"Like a G6","Far East Movement ft. The Cataracs & Dev","30-Oct-10",3,4.33,"Electronic/Dance",206,2,2,2,NA,125,84,44,78,-8,"Eb",0
"We R Who We R","Kesha","13-Nov-10",1,4.67,"Electronic/Dance",204,0,1,0,23,120,82,74,65,-5,"Ab",1
"What's My Name?","Rihanna ft. Drake","20-Nov-10",1,6,"Electronic/Dance",263,2,0,1,23,100,78,69,56,-3,"A",1
"Only Girl (In the World)","Rihanna","4-Dec-10",1,6.67,"Electronic/Dance",235,0,0,1,22,126,71,79,64,-4,"Gbm",0
"Raise Your Glass","P!nk","11-Dec-10",1,6.33,"Pop",202,0,1,0,31,122,71,70,62,-5,"G",1
"Firework","Katy Perry","18-Dec-10",4,6.67,"Electronic/Dance",227,0,1,0,26,124,83,64,65,-5,"Ab",0
"Grenade","Bruno Mars","8-Jan-11",4,7.33,"Pop",223,1,0,1,25,110,56,71,23,-7,"Dm",0
"Hold It Against Me","Britney Spears","29-Jan-11",1,5,"Electronic/Dance",228,0,1,0,29,133,72,65,39,-5,"Cm",0
"Black and Yellow","Wiz Khalifa","19-Feb-11",1,5.33,"Hip Hop",207,1,0,1,23,164,83,68,54,-5,"Dm",1
"Born This Way","Lady Gaga","26-Feb-11",6,7.67,"Electronic/Dance",260,0,1,0,24,124,83,59,49,-5,"B",0
"E.T.","Katy Perry ft. Kanye West","9-Apr-11",5,7,"Electronic/Dance",229,2,2,2,30,152,87,62,76,-5,"Fm",1
"S&M","Rihanna ft. Britney Spears","30-Apr-11",1,6.67,"Electronic/Dance",257,0,2,2,26,128,81,82,89,-3,"Ebm",1
"Rolling in the Deep","Adele","21-May-11",7,9.33,"Funk/Soul",228,0,1,0,23,105,77,73,51,-5,"Cm",1
"Give Me Everything","Pitbull ft. Ne-Yo, Afrojack, & Nayer","8-Jul-11",1,6.33,"Electronic/Dance",252,2,2,2,30,129,94,67,53,-3,"Eb",0
"Party Rock Anthem","LMFAO ft. Lauren Bennett & GoonRock","16-Jul-11",6,6,"Electronic/Dance",266,2,2,2,30,130,73,75,36,-4,"Fm",0
"Last Friday Night (T.G.I.F.)","Katy Perry","27-Aug-11",2,7,"Pop",230,0,1,0,26,126,81,65,72,-4,"Gb",1
"Moves Like Jagger","Maroon 5 ft. Christina Aguilera","10-Sep-11",4,5.67,"Funk/Soul",201,2,1,0,31,128,76,72,62,-4,"Bm",1
"Someone Like You","Adele","17-Sep-11",5,10,"Pop",285,0,1,0,23,135,32,56,29,-8,"A",0
"We Found Love","Rihanna ft. Calvin Harris","12-Nov-11",10,8.67,"Electronic/Dance",215,2,2,2,25,128,77,73,60,-4,"Dbm",0
"Sexy and I Know It","LMFAO","7-Jan-12",2,5.67,"Electronic/Dance",199,1,0,1,31,130,86,71,80,-4,"Gm",0
"Set Fire to the Rain","Adele","4-Feb-12",2,7.33,"Pop",242,0,1,0,23,108,67,60,45,-4,"Dm",0
"Stronger (What Doesn't Kill You)","Kelly Clarkson","18-Feb-12",3,6.33,"Electronic/Dance",221,0,1,0,29,116,94,56,68,-4,"Am",0
"Part of Me","Katy Perry","3-Mar-12",1,7,"Pop",216,0,1,0,27,130,92,68,77,-5,"F",0
"We Are Young","fun. ft. Janelle Monáe","17-Mar-12",6,6.33,"Pop",250,3,1,0,30,92,64,38,74,-6,"F",0
"Somebody That I Used to Know","Gotye ft. Kimbra","28-Apr-12",8,8,"Pop",244,2,1,0,31,129,50,86,72,-7,"Dm",0
"Call Me Maybe","Carly Rae Jepsen","23-Jun-12",9,7.33,"Pop",193,0,1,0,31,120,58,78,66,-7,"G",0
"Whistle","Flo Rida","25-Aug-12",2,2.67,"Pop",224,1,0,1,32,104,94,75,74,-6,"C",1
"We Are Never Ever Getting Back Together","Taylor Swift","1-Sep-12",3,7,"Pop",191,0,1,0,22,86,68,63,75,-6,"G",0
"One More Night","Maroon 5","29-Sep-12",9,2,"Pop",209,1,2,2,33,93,82,72,61,-3,"Fm",1
"Diamonds","Rihanna","1-Dec-12",3,6.33,"Electronic/Dance",225,0,0,1,24,92,71,56,39,-5,"Bm",0
"Locked Out of Heaven","Bruno Mars","22-Dec-12",6,7,"Rock",233,1,0,1,27,144,70,73,87,-4,"F",1
"Thrift Shop","Macklemore & Ryan Lewis ft. Wanz","2-Feb-13",6,4.33,"Hip Hop",235,1,2,2,29,95,53,78,67,-7,"Abm",1
"Harlem Shake","Baauer","2-Mar-13",5,3,"Electronic/Dance",196,1,1,0,23,138,79,45,28,-5,"Bbm",0
"When I Was Your Man","Bruno Mars","20-Apr-13",1,8.33,"Pop",213,1,0,1,27,73,28,61,39,-9,"C",0
"Just Give Me a Reason","P!nk ft. Nate Ruess","27-Apr-13",3,5.67,"Pop",242,2,1,0,32,95,55,78,44,-7,"G",0
"Can't Hold Us","Macklemore & Ryan Lewis ft. Ray Dalton","18-May-13",5,6.33,"Hip Hop",258,1,2,2,29,146,92,64,85,-4,"G",1
"Blurred Lines","Robin Thicke ft. T.I. & Pharrell Williiams","22-Jun-13",12,7.67,"Funk/Soul",263,1,2,2,36,120,50,86,88,-8,"G",1
"Roar","Katy Perry","14-Sep-13",2,6.67,"Pop",223,0,1,0,28,90,77,55,46,-5,"Bb",0
"Wrecking Ball","Miley Cyrus","28-Sep-13",3,7.67,"Pop",221,3,1,0,20,120,42,53,35,-6,"Dm",0
"Royals","Lorde","12-Oct-13",9,9.33,"Pop",190,0,1,0,16,85,43,67,34,-10,"D",0
"The Monster","Eminem ft. Rihanna","21-Dec-13",4,4,"Hip Hop",250,2,2,2,33,110,85,78,62,-4,"Dbm",1
"Timber","Pitbull ft. Kesha","18-Jan-14",3,5,"Pop",204,2,2,0,29,130,96,58,79,-4,"B",1
"Dark Horse","Katy Perry ft. Juicy J","8-Feb-14",4,3,"Electronic/Dance",215,2,2,2,34,132,59,65,35,-6,"Bbm",1
"Happy","Pharrell Williams","8-Mar-14",10,6.67,"Funk/Soul",232,1,0,1,40,160,82,65,96,-5,"Fm",0
"All of Me","John Legend","17-May-14",3,5.67,"Pop",269,1,0,1,35,120,26,42,33,-7,"Ab",0
"Fancy","Iggy Azalea ft. Charli XCX","7-Jun-14",7,5.33,"Hip Hop",199,0,1,0,23,95,72,91,38,-4,"Ebm",1
"Rude","MAGIC!","26-Jul-14",6,5,"Reggae",224,1,1,0,33,144,76,77,93,-5,"Db",0
"Shake It Off","Taylor Swift","6-Sep-14",4,7.33,"Pop",209,0,1,0,24,160,79,65,94,-5,"G",0
"All About that Bass","Meghan Trainor","20-Sep-14",8,3.67,"Pop",187,0,1,0,20,134,89,81,96,-4,"A",0
"Blank Space","Taylor Swift","29-Nov-14",7,9.33,"Pop",231,0,1,0,24,96,68,75,58,-5,"F",0
"Uptown Funk","Mark Ronson ft. Bruno Mars","17-Jan-15",14,9,"Funk/Soul",269,1,2,2,34,115,61,86,93,-7,"F",1
"See You Again","Wiz Khalifa ft. Charlie Puth","25-Apr-15",12,3,"Hip Hop",229,1,2,2,25,80,48,69,28,-8,"Bb",0
"Bad Blood","Taylor Swift ft. Kendrick Lamar","6-Jun-15",1,4.67,"Hip Hop",200,2,2,2,26,170,66,65,22,-7,"Em",0
